State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Thomas, Angie",The Hate U Give,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Hosseini, Khaled",The Kite Runner,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Mikaelsen, Ben",Touching Spirit Bear (Spirit Bear Series),,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Westerfeld, Scott",Uglies (Uglies Series),,33.0,-90.0
Missouri,Fox C-6 School District,Formal Challenge,2022-05-01,Banned in Libraries,"Martin, Ann M.",Boy-Crazy Stacey (The Baby-Sitters Club Series),,38.573936,-92.60376
Missouri,Fox C-6 School District,Formal Challenge,2022-05-01,Banned in Libraries,"Celano, Marianne",Something Happened in Our Town,"Moses, Donald",38.573936,-92.60376
Missouri,Francis Howell School District,Formal Challenge,2021-10-01,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",,38.573936,-92.60376
Missouri,Lindbergh Schools,Formal Challenge,2021-10-01,Banned in Libraries,"Dawson, Juno",This Book Is Gay,,38.573936,-92.60376
Missouri,Monett R-1 School District,Administrator,2021-12-01,Banned in Classrooms,"Stone, Nic",Dear Martin,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-05-01,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-02-01,Banned in Libraries,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-02-01,Banned in Libraries,"Thompson, Craig",Blankets,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-05-01,Banned in Libraries and Classrooms,"Bechdel, Alison",Fun Home: A Family Tragicomic,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-05-01,Banned in Libraries,"Gyasi, Yaa",Homegoing,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-02-01,Banned in Libraries,"Green, John",Looking for Alaska,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-02-01,Banned in Libraries,"Morrison, Toni",The Bluest Eye,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-02-01,Banned in Libraries,"Walls, Jeannette",The Glass Castle,,38.573936,-92.60376
Missouri,Nixa Public Schools,Formal Challenge,2022-02-01,Banned in Libraries,"Chbosky, Stephen",The Perks of Being a Wallflower,,38.573936,-92.60376
Missouri,North Kansas City Schools,Formal Challenge,2021-10-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,38.573936,-92.60376
Missouri,North Kansas City Schools,Formal Challenge,2021-10-01,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,38.573936,-92.60376
Missouri,Rockwood School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"McGinnis, Mindy",Heroine,,38.573936,-92.60376
Missouri,Rockwood School District,Formal Challenge,2022-03-01,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl,,38.573936,-92.60376
Missouri,Rockwood School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Johnson, Cathy G.",The Breakaways,,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Laymon, Kiese",Heavy: An American Memoir,,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Jewell, Lisa",Invisible Girl: A Novel,,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2021-10-01,Banned Pending Investigation,"Ansari, Aziz",Modern Romance: An Investigation,"Klinenberg, Eric",38.573936,-92.60376
Missouri,Wentzville School District,Formal Challenge,2022-01-01,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,,38.573936,-92.60376
New Jersey,Lower Township Elementary School District,Formal Challenge,2022-02-01,Banned Pending Investigation,"Volponi, Paul",Black and White,,39.833851,-74.871826
New Jersey,Sparta Township Public Schools,Administrator,2021-09-01,Banned in Classrooms,"Rhodes, Jewell Parker",Ghost Boys,,39.833851,-74.871826
New Jersey,Westfield Public Schools,Formal Challenge,2021-09-01,Banned in Libraries,"Madison, Megan",Our Skin: A First Conversation About Race,"Ralli, Jessica",39.833851,-74.871826
New York,Connetquot Central School District,Formal Challenge,2022-04-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,43.0,-75.0
New York,Marlboro Central School District,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Stone, Nic",Dear Martin,,43.0,-75.0
New York,Marlboro Central School District,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Acevedo, Elizabeth",The Poet X,,43.0,-75.0
New York,Wappingers Central School District,Formal Challenge,2022-03-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Rosen, L. C.",Jack of Hearts (and other parts),,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Green, John",Looking for Alaska,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,43.0,-75.0
New York,Yorktown Central School District,Formal Challenge,2022-01-01,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,43.0,-75.0
North Carolina,Haywood County Schools,Administrator,2022-01-01,Banned in Classrooms,"Stone, Nic",Dear Martin,,35.782169,-80.793457
North Carolina,Iredell-Statesville School District,Administrator,2022-02-01,Banned in Libraries,"Katcher, Brian",Almost Perfect,,35.782169,-80.793457
North Carolina,Iredell-Statesville School District,Administrator,2022-02-01,Banned in Libraries,"Levithan, David",Another Day (Every Day Series),,35.782169,-80.793457
North Carolina,Moore County Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Frank, ER",Life is Funny,,35.782169,-80.793457
North Carolina,Moore County Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Perez, Ashley Hope",Out of Darkness,,35.782169,-80.793457
North Carolina,Pitt County Schools,Formal Challenge,2021-11-01,Banned in Classrooms,"Reynolds, Jason",All American Boys,"Kiely, Brendan",35.782169,-80.793457
North Carolina,Pitt County Schools,Administrator,2021-11-01,Banned in Classrooms,"Draper, Sharon M.",Darkness Before Dawn,,35.782169,-80.793457
North Carolina,Pitt County Schools,Administrator,2021-11-01,Banned in Classrooms,"Draper, Sharon M.",Forged By Fire,,35.782169,-80.793457
North Carolina,Pitt County Schools,Administrator,2021-11-01,Banned in Classrooms,"Wiesel, Elie",Night,,35.782169,-80.793457
North Carolina,Pitt County Schools,Administrator,2021-11-01,Banned in Classrooms,"Lee, Harper",To Kill a Mockingbird,,35.782169,-80.793457
North Carolina,Wilkes County School District,Administrator,2022-06-01,Banned in Classrooms,"Warga, Jasmine",The Shape of Thunder,,35.782169,-80.793457
North Carolina,Wilkes County School District,Administrator,2022-06-01,Banned in Classrooms,"Sloan, Holly Goldberg",To Night Owl from Dogfish,"Wolitzer, Meg",35.782169,-80.793457
North Carolina,Wilkes County School District,Administrator,2022-04-01,Banned in Classrooms,"Johnson, Varian",The Parker Inheritance,,35.782169,-80.793457
North Carolina,Wilkes County School District,Administrator,2022-05-01,Banned in Classrooms,"Faruqi, Saadia",A Place at the Table,"Shovan, Laura",35.782169,-80.793457
North Carolina,Wilkes County School District,Administrator,2022-05-01,Banned in Classrooms,"Stone, Nic",Clean Getaway,,35.782169,-80.793457
North Carolina,Wilkes County School District,Administrator,2022-05-01,Banned in Classrooms,"Hernandez, Carlos",Sal and Gabi Break the Universe (Sal and Gabi Series),,35.782169,-80.793457
Ohio,Hudson City Schools,Administrator,2021-09-01,Banned in Classrooms,San Francisco Writers' Grotto,642 Things to Write About,,40.367474,-82.996216
Ohio,Hudson City Schools,Administrator,2021-09-01,Banned in Libraries and Classrooms,"Asano, Inio",A Girl on the Shore,,40.367474,-82.996216
Ohio,Hudson City Schools,Administrator,2021-09-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,40.367474,-82.996216
Ohio,Hudson City Schools,Administrator,2021-09-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,40.367474,-82.996216
Oklahoma,Bixby Public Schools,Administrator,2022-06-01,Banned in Libraries and Classrooms,"Curato, Mike",Flamer,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Classrooms,"Maas, Sarah J.",A Court of Frost and Starlight (A Court of Thorns and Roses Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Reynolds, Jason",All American Boys,"Kiely, Brendan",36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Glines, Abbi",Bad for You (Sea Breeze Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Oliver, Lauren",Before I Fall,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Sepetys, Ruta",Between Shades of Gray,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Anaya, Rudolfo","Bless Me, Ultima",,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Huxley, Aldous",Brave New World,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Paterson, Katherine",Bridge to Terabithia,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Oliver, Lauren",Broken Things,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Classrooms,"Hopkins, Ellen",Burned (Burned Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Classrooms,"Hopkins, Ellen",Crank (Crank Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Meyer, Stephenie",Eclipse (Twilight Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Meyer, Marissa",Fairest: Levana's Story (The Lunar Chronicles Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Lockington, Mariama J.",For Black Girls Like Me,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Roux, Madeleine",House of Furies (House of Furies Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Angelou, Maya",I Know Why The Caged Bird Sings,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Forman, Gayle",I Was Here,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Arnold, Elana K.",Infandous,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Green, John",Looking for Alaska,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Golding, William",Lord of the Flies,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Pierce, Tamora",Mastiff (Beka Cooper Series),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Gino, Alex",Melissa (George),,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Steinbeck, John",Of Mice and Men,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Schwartz, Alvin",Scary Stories to Tell in the Dark,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Anderson, Laurie Halse",Speak,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Classrooms,"Weingarten, Lynn",Suicide Notes From Beautiful Girls,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Garvin, Jeff",Symptoms of Being Human,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"White, Kiersten",The Dark Descent of Elizabeth Frankenstein,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Ten Boom, Corrie",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Classrooms,"Sebold, Alice",The Lovely Bones,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned in Libraries,"Hinton, S. E.",The Outsiders,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Smith, Amber",The Way I Used to Be,,36.084621,-96.921387
Oklahoma,Bristow Public Schools,Administrator,2021-10-01,Banned Pending Investigation,"Crutcher, Chris",Whale Talk,,36.084621,-96.921387
Oklahoma,Edmond Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Hansberry, Lorraine",A Raisin in the Sun,,36.084621,-96.921387
Oklahoma,Edmond Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Angelou, Maya",I Know Why The Caged Bird Sings,,36.084621,-96.921387
Oklahoma,Edmond Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Douglass, Frederick",Narrative of the Life of Frederick Douglass,,36.084621,-96.921387
Oklahoma,Edmond Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Hurston, Zora Neale",Their Eyes Were Watching God,,36.084621,-96.921387
Oklahoma,Edmond Public Schools,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Lee, Harper",To Kill a Mockingbird,,36.084621,-96.921387
Oregon,Medford School District 549C,Formal Challenge,2022-04-01,Banned in Libraries,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel,,44.0,-120.5
